seccion,entidad,nom_entidad,dttofed,nom_dttofed,dttoloc,nom_dttoloc,mpio,nom_mpio,tipo,ln,zmvm,tipo_seccion2016,estrato6,nom_estrato6
2794,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,413,1,URBANO,2,COALICION_PANURBANO
2795,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,913,1,URBANO,2,COALICION_PANURBANO
2796,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1659,1,URBANO,2,COALICION_PANURBANO
2797,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2023,1,URBANO,2,COALICION_PANURBANO
2798,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,913,1,URBANO,2,COALICION_PANURBANO
2799,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,834,1,URBANO,2,COALICION_PANURBANO
2800,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,823,1,URBANO,2,COALICION_PANURBANO
2801,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2689,1,URBANO,2,COALICION_PANURBANO
2802,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1773,1,URBANO,2,COALICION_PANURBANO
2803,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2100,1,URBANO,2,COALICION_PANURBANO
2804,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,4468,1,URBANO,2,COALICION_PANURBANO
2805,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,3747,1,URBANO,2,COALICION_PANURBANO
2806,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,926,1,URBANO,2,COALICION_PANURBANO
2807,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1197,1,URBANO,2,COALICION_PANURBANO
2808,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1073,1,URBANO,2,COALICION_PANURBANO
2809,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1204,1,URBANO,2,COALICION_PANURBANO
2810,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1321,1,URBANO,2,COALICION_PANURBANO
2811,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1343,1,URBANO,2,COALICION_PANURBANO
2812,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,795,1,URBANO,2,COALICION_PANURBANO
2813,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1528,1,URBANO,2,COALICION_PANURBANO
2814,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1303,1,URBANO,2,COALICION_PANURBANO
2815,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1250,1,URBANO,2,COALICION_PANURBANO
2816,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1223,1,URBANO,2,COALICION_PANURBANO
2817,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1090,1,URBANO,2,COALICION_PANURBANO
2818,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,614,1,URBANO,2,COALICION_PANURBANO
2819,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,893,1,URBANO,2,COALICION_PANURBANO
2820,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1135,1,URBANO,2,COALICION_PANURBANO
2821,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,840,1,URBANO,2,COALICION_PANURBANO
2822,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,817,1,URBANO,2,COALICION_PANURBANO
2823,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,939,1,URBANO,2,COALICION_PANURBANO
2824,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,906,1,URBANO,2,COALICION_PANURBANO
2825,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,920,1,URBANO,2,COALICION_PANURBANO
2826,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1228,1,URBANO,2,COALICION_PANURBANO
2827,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1166,1,URBANO,2,COALICION_PANURBANO
2828,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,744,1,URBANO,2,COALICION_PANURBANO
2829,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,792,1,URBANO,2,COALICION_PANURBANO
2830,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1100,1,URBANO,2,COALICION_PANURBANO
2831,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1571,1,URBANO,2,COALICION_PANURBANO
2832,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,340,1,URBANO,2,COALICION_PANURBANO
2833,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,164,1,URBANO,2,COALICION_PANURBANO
2834,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1473,1,URBANO,2,COALICION_PANURBANO
2835,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2230,1,URBANO,2,COALICION_PANURBANO
2836,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,546,1,URBANO,2,COALICION_PANURBANO
2837,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2014,1,URBANO,2,COALICION_PANURBANO
2838,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1721,1,URBANO,2,COALICION_PANURBANO
2839,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2095,1,URBANO,2,COALICION_PANURBANO
2840,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1669,1,URBANO,2,COALICION_PANURBANO
2841,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1017,1,URBANO,2,COALICION_PANURBANO
2842,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,558,1,URBANO,2,COALICION_PANURBANO
2843,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,388,1,URBANO,2,COALICION_PANURBANO
2844,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,692,1,URBANO,2,COALICION_PANURBANO
2845,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,635,1,URBANO,2,COALICION_PANURBANO
2846,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1214,1,URBANO,2,COALICION_PANURBANO
2847,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,654,1,URBANO,2,COALICION_PANURBANO
2848,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,444,1,URBANO,2,COALICION_PANURBANO
2849,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,539,1,URBANO,2,COALICION_PANURBANO
2850,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,666,1,URBANO,2,COALICION_PANURBANO
2851,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,769,1,URBANO,2,COALICION_PANURBANO
2852,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,609,1,URBANO,2,COALICION_PANURBANO
2853,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,762,1,URBANO,2,COALICION_PANURBANO
2854,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,146,1,URBANO,2,COALICION_PANURBANO
2855,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,855,1,URBANO,2,COALICION_PANURBANO
2856,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1112,1,URBANO,2,COALICION_PANURBANO
2857,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,536,1,URBANO,2,COALICION_PANURBANO
2858,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,409,1,URBANO,2,COALICION_PANURBANO
2859,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,590,1,URBANO,2,COALICION_PANURBANO
2860,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,549,1,URBANO,2,COALICION_PANURBANO
2861,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,391,1,URBANO,2,COALICION_PANURBANO
2862,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,361,1,URBANO,2,COALICION_PANURBANO
2863,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,924,1,URBANO,2,COALICION_PANURBANO
2864,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,661,1,URBANO,2,COALICION_PANURBANO
2865,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,836,1,URBANO,2,COALICION_PANURBANO
2866,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1006,1,URBANO,2,COALICION_PANURBANO
2867,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1072,1,URBANO,2,COALICION_PANURBANO
2868,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,457,1,URBANO,2,COALICION_PANURBANO
2869,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,849,1,URBANO,2,COALICION_PANURBANO
2870,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,626,1,URBANO,2,COALICION_PANURBANO
2871,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,460,1,URBANO,2,COALICION_PANURBANO
2872,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1127,1,URBANO,2,COALICION_PANURBANO
2873,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,679,1,URBANO,2,COALICION_PANURBANO
2874,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1042,1,URBANO,2,COALICION_PANURBANO
2875,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,855,1,URBANO,2,COALICION_PANURBANO
2876,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,371,1,URBANO,2,COALICION_PANURBANO
2877,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,816,1,URBANO,2,COALICION_PANURBANO
2878,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,950,1,URBANO,2,COALICION_PANURBANO
2879,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,600,1,URBANO,2,COALICION_PANURBANO
2880,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1566,1,URBANO,2,COALICION_PANURBANO
2881,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,612,1,URBANO,2,COALICION_PANURBANO
2882,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,622,1,URBANO,2,COALICION_PANURBANO
2883,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,456,1,URBANO,2,COALICION_PANURBANO
2884,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,405,1,URBANO,2,COALICION_PANURBANO
2885,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,627,1,URBANO,2,COALICION_PANURBANO
2886,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,334,1,URBANO,2,COALICION_PANURBANO
2887,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,359,1,URBANO,2,COALICION_PANURBANO
2888,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1924,1,URBANO,2,COALICION_PANURBANO
2889,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2167,1,URBANO,2,COALICION_PANURBANO
2890,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1465,1,URBANO,2,COALICION_PANURBANO
2891,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,884,1,URBANO,2,COALICION_PANURBANO
2892,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1568,1,URBANO,2,COALICION_PANURBANO
2893,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1404,1,URBANO,2,COALICION_PANURBANO
2894,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1236,1,URBANO,2,COALICION_PANURBANO
2895,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,3957,1,URBANO,2,COALICION_PANURBANO
2896,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2241,1,URBANO,2,COALICION_PANURBANO
2897,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1567,1,URBANO,2,COALICION_PANURBANO
2898,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,3237,1,URBANO,2,COALICION_PANURBANO
2899,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2339,1,URBANO,2,COALICION_PANURBANO
2900,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1387,1,URBANO,2,COALICION_PANURBANO
2901,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1309,1,URBANO,2,COALICION_PANURBANO
2902,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2102,1,URBANO,2,COALICION_PANURBANO
2903,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,635,1,URBANO,2,COALICION_PANURBANO
2904,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,896,1,URBANO,2,COALICION_PANURBANO
2905,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1483,1,URBANO,2,COALICION_PANURBANO
2906,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1491,1,URBANO,2,COALICION_PANURBANO
2907,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2411,1,URBANO,2,COALICION_PANURBANO
2908,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,3001,1,URBANO,2,COALICION_PANURBANO
2909,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2243,1,URBANO,2,COALICION_PANURBANO
2910,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,3086,1,URBANO,2,COALICION_PANURBANO
2911,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2778,1,URBANO,2,COALICION_PANURBANO
2912,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2870,1,URBANO,2,COALICION_PANURBANO
2913,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2477,1,URBANO,2,COALICION_PANURBANO
2914,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1993,1,URBANO,2,COALICION_PANURBANO
2915,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2303,1,URBANO,2,COALICION_PANURBANO
2916,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2012,1,URBANO,2,COALICION_PANURBANO
2917,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1502,1,URBANO,2,COALICION_PANURBANO
2918,15,Mexico,22,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,958,1,URBANO,2,COALICION_PANURBANO
2919,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2029,1,URBANO,2,COALICION_PANURBANO
2920,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,911,1,URBANO,2,COALICION_PANURBANO
2921,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,3074,1,URBANO,2,COALICION_PANURBANO
2922,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2075,1,URBANO,2,COALICION_PANURBANO
2923,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2806,1,URBANO,2,COALICION_PANURBANO
2924,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2485,1,URBANO,2,COALICION_PANURBANO
2925,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,4308,1,URBANO,2,COALICION_PANURBANO
2926,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2698,1,URBANO,2,COALICION_PANURBANO
2927,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2868,1,URBANO,2,COALICION_PANURBANO
2928,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2236,1,URBANO,2,COALICION_PANURBANO
2929,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2159,1,URBANO,2,COALICION_PANURBANO
2930,15,Mexico,24,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,930,1,URBANO,2,COALICION_PANURBANO
2931,15,Mexico,24,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,942,1,URBANO,2,COALICION_PANURBANO
2932,15,Mexico,24,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1555,1,URBANO,2,COALICION_PANURBANO
2933,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1166,1,URBANO,2,COALICION_PANURBANO
2934,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2295,1,URBANO,2,COALICION_PANURBANO
2935,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1330,1,URBANO,2,COALICION_PANURBANO
2936,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1715,1,URBANO,2,COALICION_PANURBANO
2937,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1652,1,URBANO,2,COALICION_PANURBANO
2938,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1158,1,URBANO,2,COALICION_PANURBANO
2939,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1554,1,URBANO,2,COALICION_PANURBANO
2940,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1776,1,URBANO,2,COALICION_PANURBANO
2941,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1661,1,URBANO,2,COALICION_PANURBANO
2942,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,1487,1,URBANO,2,COALICION_PANURBANO
2943,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,939,1,URBANO,2,COALICION_PANURBANO
2944,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1624,1,URBANO,2,COALICION_PANURBANO
2945,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1495,1,URBANO,2,COALICION_PANURBANO
2946,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,913,1,URBANO,2,COALICION_PANURBANO
2947,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,987,1,URBANO,2,COALICION_PANURBANO
2948,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1071,1,URBANO,2,COALICION_PANURBANO
2949,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,2035,1,URBANO,2,COALICION_PANURBANO
2950,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1261,1,URBANO,2,COALICION_PANURBANO
2951,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1582,1,URBANO,2,COALICION_PANURBANO
2952,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1389,1,URBANO,2,COALICION_PANURBANO
2953,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,2213,1,URBANO,2,COALICION_PANURBANO
2954,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1725,1,URBANO,2,COALICION_PANURBANO
2955,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1327,1,URBANO,2,COALICION_PANURBANO
2956,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1496,1,URBANO,2,COALICION_PANURBANO
2957,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1411,1,URBANO,2,COALICION_PANURBANO
2958,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,2203,1,URBANO,2,COALICION_PANURBANO
2959,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1856,1,URBANO,2,COALICION_PANURBANO
2960,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1803,1,URBANO,2,COALICION_PANURBANO
2961,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2565,1,URBANO,2,COALICION_PANURBANO
2962,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2220,1,URBANO,2,COALICION_PANURBANO
2963,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,2,2147,1,URBANO,2,COALICION_PANURBANO
2964,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1626,1,URBANO,2,COALICION_PANURBANO
2965,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1278,1,URBANO,2,COALICION_PANURBANO
2966,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1813,1,URBANO,2,COALICION_PANURBANO
2967,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1853,1,URBANO,2,COALICION_PANURBANO
2968,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1920,1,URBANO,2,COALICION_PANURBANO
2969,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,2187,1,URBANO,2,COALICION_PANURBANO
2970,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1581,1,URBANO,2,COALICION_PANURBANO
2971,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1999,1,URBANO,2,COALICION_PANURBANO
2972,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1670,1,URBANO,2,COALICION_PANURBANO
2973,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1467,1,URBANO,2,COALICION_PANURBANO
2974,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1229,1,URBANO,2,COALICION_PANURBANO
2975,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1371,1,URBANO,2,COALICION_PANURBANO
2976,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1887,1,URBANO,2,COALICION_PANURBANO
2977,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1424,1,URBANO,2,COALICION_PANURBANO
2978,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,2749,1,URBANO,2,COALICION_PANURBANO
2979,15,Mexico,24,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1880,1,URBANO,2,COALICION_PANURBANO
2980,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1672,1,URBANO,2,COALICION_PANURBANO
2981,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1418,1,URBANO,2,COALICION_PANURBANO
2982,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,907,1,URBANO,2,COALICION_PANURBANO
2983,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1220,1,URBANO,2,COALICION_PANURBANO
2984,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,977,1,URBANO,2,COALICION_PANURBANO
2985,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,998,1,URBANO,2,COALICION_PANURBANO
2986,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1364,1,URBANO,2,COALICION_PANURBANO
2987,15,Mexico,22,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,2,1300,1,URBANO,2,COALICION_PANURBANO
