seccion,entidad,nom_entidad,dttofed,nom_dttofed,dttoloc,nom_dttoloc,mpio,nom_mpio,tipo,ln,zmvm,tipo_seccion2016,estrato6,nom_estrato6
1081,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,3,2118,0,NO URBANO,1,COALICION_PANNO URBANO
1082,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,1179,0,NO URBANO,1,COALICION_PANNO URBANO
1083,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,1019,0,NO URBANO,1,COALICION_PANNO URBANO
1084,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,2103,0,NO URBANO,1,COALICION_PANNO URBANO
1085,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,3651,0,NO URBANO,1,COALICION_PANNO URBANO
1086,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,1500,0,NO URBANO,1,COALICION_PANNO URBANO
1087,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,1949,0,NO URBANO,1,COALICION_PANNO URBANO
1088,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,1062,0,NO URBANO,1,COALICION_PANNO URBANO
1089,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,1013,0,NO URBANO,1,COALICION_PANNO URBANO
1090,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,1276,0,NO URBANO,1,COALICION_PANNO URBANO
1091,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,789,0,NO URBANO,1,COALICION_PANNO URBANO
1092,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,1025,0,NO URBANO,1,COALICION_PANNO URBANO
1093,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,741,0,NO URBANO,1,COALICION_PANNO URBANO
1094,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,27,CHAPA DE MOTA,4,234,0,NO URBANO,1,COALICION_PANNO URBANO
2183,15,Mexico,23,VALLE DE BRAVO,11,SANTO TOMAS,42,IXTAPAN DEL ORO,3,1060,0,NO URBANO,1,COALICION_PANNO URBANO
2184,15,Mexico,23,VALLE DE BRAVO,11,SANTO TOMAS,42,IXTAPAN DEL ORO,4,1471,0,NO URBANO,1,COALICION_PANNO URBANO
2185,15,Mexico,23,VALLE DE BRAVO,11,SANTO TOMAS,42,IXTAPAN DEL ORO,4,656,0,NO URBANO,1,COALICION_PANNO URBANO
2186,15,Mexico,23,VALLE DE BRAVO,11,SANTO TOMAS,42,IXTAPAN DEL ORO,4,583,0,NO URBANO,1,COALICION_PANNO URBANO
2187,15,Mexico,23,VALLE DE BRAVO,11,SANTO TOMAS,42,IXTAPAN DEL ORO,4,1132,0,NO URBANO,1,COALICION_PANNO URBANO
2237,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,44,JALATLACO,3,3518,0,NO URBANO,1,COALICION_PANNO URBANO
2238,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,44,JALATLACO,3,3191,0,NO URBANO,1,COALICION_PANNO URBANO
2239,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,44,JALATLACO,3,3668,0,NO URBANO,1,COALICION_PANNO URBANO
2240,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,44,JALATLACO,4,2366,0,NO URBANO,1,COALICION_PANNO URBANO
2241,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,44,JALATLACO,4,1390,0,NO URBANO,1,COALICION_PANNO URBANO
2242,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,44,JALATLACO,4,187,0,NO URBANO,1,COALICION_PANNO URBANO
4159,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,80,SOYANIQUILPAN DE JUARE,4,897,0,NO URBANO,1,COALICION_PANNO URBANO
4160,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,80,SOYANIQUILPAN DE JUARE,4,771,0,NO URBANO,1,COALICION_PANNO URBANO
4161,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,80,SOYANIQUILPAN DE JUARE,4,1391,0,NO URBANO,1,COALICION_PANNO URBANO
4162,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,80,SOYANIQUILPAN DE JUARE,4,1689,0,NO URBANO,1,COALICION_PANNO URBANO
4163,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,80,SOYANIQUILPAN DE JUARE,4,849,0,NO URBANO,1,COALICION_PANNO URBANO
4164,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,80,SOYANIQUILPAN DE JUARE,4,377,0,NO URBANO,1,COALICION_PANNO URBANO
4701,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,3,3051,0,NO URBANO,1,COALICION_PANNO URBANO
4706,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,3,2226,0,NO URBANO,1,COALICION_PANNO URBANO
4707,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,4,1612,0,NO URBANO,1,COALICION_PANNO URBANO
4711,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,3,2015,0,NO URBANO,1,COALICION_PANNO URBANO
4713,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,4,1175,0,NO URBANO,1,COALICION_PANNO URBANO
4714,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,4,1029,0,NO URBANO,1,COALICION_PANNO URBANO
4717,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,3,1626,0,NO URBANO,1,COALICION_PANNO URBANO
4720,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,3,3245,0,NO URBANO,1,COALICION_PANNO URBANO
4721,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,4,1413,0,NO URBANO,1,COALICION_PANNO URBANO
4722,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,4,2380,0,NO URBANO,1,COALICION_PANNO URBANO
4723,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,4,1493,0,NO URBANO,1,COALICION_PANNO URBANO
4724,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,4,1809,0,NO URBANO,1,COALICION_PANNO URBANO
5797,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,3,5107,0,NO URBANO,1,COALICION_PANNO URBANO
5798,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,4,1697,0,NO URBANO,1,COALICION_PANNO URBANO
5799,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,4,2539,0,NO URBANO,1,COALICION_PANNO URBANO
5800,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,4,2621,0,NO URBANO,1,COALICION_PANNO URBANO
5801,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,4,2343,0,NO URBANO,1,COALICION_PANNO URBANO
5804,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,3,2758,0,NO URBANO,1,COALICION_PANNO URBANO
1095,15,Mexico,27,METEPEC,35,METEPEC,28,CHAPULTEPEC,2,5257,0,URBANO,2,COALICION_PANURBANO
1096,15,Mexico,27,METEPEC,35,METEPEC,28,CHAPULTEPEC,2,2239,0,URBANO,2,COALICION_PANURBANO
2236,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,44,JALATLACO,2,2650,0,URBANO,2,COALICION_PANURBANO
4022,15,Mexico,27,METEPEC,5,TENANGO DEL VALLE,74,SAN ANTONIO LA ISLA,2,7185,0,URBANO,2,COALICION_PANURBANO
4023,15,Mexico,27,METEPEC,5,TENANGO DEL VALLE,74,SAN ANTONIO LA ISLA,2,3031,0,URBANO,2,COALICION_PANURBANO
4024,15,Mexico,27,METEPEC,5,TENANGO DEL VALLE,74,SAN ANTONIO LA ISLA,2,2903,0,URBANO,2,COALICION_PANURBANO
4025,15,Mexico,27,METEPEC,5,TENANGO DEL VALLE,74,SAN ANTONIO LA ISLA,2,2683,0,URBANO,2,COALICION_PANURBANO
4158,15,Mexico,1,JILOTEPEC,14,JILOTEPEC,80,SOYANIQUILPAN DE JUARE,2,3631,0,URBANO,2,COALICION_PANURBANO
4702,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,1658,0,URBANO,2,COALICION_PANURBANO
4703,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,2822,0,URBANO,2,COALICION_PANURBANO
4704,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,3903,0,URBANO,2,COALICION_PANURBANO
4705,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,2253,0,URBANO,2,COALICION_PANURBANO
4708,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,1462,0,URBANO,2,COALICION_PANURBANO
4709,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,3397,0,URBANO,2,COALICION_PANURBANO
4710,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,2079,0,URBANO,2,COALICION_PANURBANO
4712,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,675,0,URBANO,2,COALICION_PANURBANO
4715,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,2845,0,URBANO,2,COALICION_PANURBANO
4716,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,2123,0,URBANO,2,COALICION_PANURBANO
4718,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,1751,0,URBANO,2,COALICION_PANURBANO
4719,15,Mexico,35,TENANCINGO,6,TIANGUISTENGO,102,TIANGUISTENCO,2,2049,0,URBANO,2,COALICION_PANURBANO
5791,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,2,2278,0,URBANO,2,COALICION_PANURBANO
5792,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,2,1910,0,URBANO,2,COALICION_PANURBANO
5793,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,2,3883,0,URBANO,2,COALICION_PANURBANO
5794,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,2,3100,0,URBANO,2,COALICION_PANURBANO
5795,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,2,1748,0,URBANO,2,COALICION_PANURBANO
5796,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,2,2154,0,URBANO,2,COALICION_PANURBANO
5802,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,2,4235,0,URBANO,2,COALICION_PANURBANO
5803,15,Mexico,18,HUIXQUILUCAN,3,TEMOAYA,116,XONACATLAN,2,2702,0,URBANO,2,COALICION_PANURBANO
400,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,3,2167,1,NO URBANO,1,COALICION_PANNO URBANO
416,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,3,5145,1,NO URBANO,1,COALICION_PANNO URBANO
659,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,23,COYOTEPEC,3,3083,1,NO URBANO,1,COALICION_PANNO URBANO
662,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,23,COYOTEPEC,3,2905,1,NO URBANO,1,COALICION_PANNO URBANO
663,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,23,COYOTEPEC,3,3396,1,NO URBANO,1,COALICION_PANNO URBANO
1956,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,3,15723,1,NO URBANO,1,COALICION_PANNO URBANO
1957,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,3,5922,1,NO URBANO,1,COALICION_PANNO URBANO
1961,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,4,1264,1,NO URBANO,1,COALICION_PANNO URBANO
1964,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,4,1994,1,NO URBANO,1,COALICION_PANNO URBANO
1965,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,4,606,1,NO URBANO,1,COALICION_PANNO URBANO
1966,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,4,349,1,NO URBANO,1,COALICION_PANNO URBANO
1967,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,3,3306,1,NO URBANO,1,COALICION_PANNO URBANO
1971,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,3,1504,1,NO URBANO,1,COALICION_PANNO URBANO
1992,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,3,2034,1,NO URBANO,1,COALICION_PANNO URBANO
1995,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,3,3095,1,NO URBANO,1,COALICION_PANNO URBANO
1996,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,3,3333,1,NO URBANO,1,COALICION_PANNO URBANO
1997,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,3,4343,1,NO URBANO,1,COALICION_PANNO URBANO
1999,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,4357,1,NO URBANO,1,COALICION_PANNO URBANO
2000,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,3,3019,1,NO URBANO,1,COALICION_PANNO URBANO
2025,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,4942,1,NO URBANO,1,COALICION_PANNO URBANO
2026,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,2440,1,NO URBANO,1,COALICION_PANNO URBANO
2027,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,3,6882,1,NO URBANO,1,COALICION_PANNO URBANO
2030,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,2275,1,NO URBANO,1,COALICION_PANNO URBANO
2031,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,1917,1,NO URBANO,1,COALICION_PANNO URBANO
2032,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,683,1,NO URBANO,1,COALICION_PANNO URBANO
2057,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,3,2560,1,NO URBANO,1,COALICION_PANNO URBANO
2058,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,3,2105,1,NO URBANO,1,COALICION_PANNO URBANO
2061,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,2941,1,NO URBANO,1,COALICION_PANNO URBANO
2062,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,1019,1,NO URBANO,1,COALICION_PANNO URBANO
2064,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,1978,1,NO URBANO,1,COALICION_PANNO URBANO
2066,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,2698,1,NO URBANO,1,COALICION_PANNO URBANO
2067,15,Mexico,18,HUIXQUILUCAN,17,HUIXQUILUCAN,38,HUIXQUILUCAN,4,2882,1,NO URBANO,1,COALICION_PANNO URBANO
2304,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,3,1386,1,NO URBANO,1,COALICION_PANNO URBANO
2305,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,4,581,1,NO URBANO,1,COALICION_PANNO URBANO
2306,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,4,1126,1,NO URBANO,1,COALICION_PANNO URBANO
2307,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,4,974,1,NO URBANO,1,COALICION_PANNO URBANO
2308,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,4,3456,1,NO URBANO,1,COALICION_PANNO URBANO
2309,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,4,615,1,NO URBANO,1,COALICION_PANNO URBANO
2310,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,4,2552,1,NO URBANO,1,COALICION_PANNO URBANO
2311,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,4,1519,1,NO URBANO,1,COALICION_PANNO URBANO
2312,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,4,828,1,NO URBANO,1,COALICION_PANNO URBANO
2313,15,Mexico,18,HUIXQUILUCAN,44,NICOLAS ROMERO,47,JILOTZINGO,4,1303,1,NO URBANO,1,COALICION_PANNO URBANO
2454,15,Mexico,37,CUAUTITLAN,19,CUAUTITLAN,54,MELCHOR OCAMPO,3,2737,1,NO URBANO,1,COALICION_PANNO URBANO
2460,15,Mexico,37,CUAUTITLAN,19,CUAUTITLAN,54,MELCHOR OCAMPO,4,2804,1,NO URBANO,1,COALICION_PANNO URBANO
2461,15,Mexico,37,CUAUTITLAN,19,CUAUTITLAN,54,MELCHOR OCAMPO,4,404,1,NO URBANO,1,COALICION_PANNO URBANO
2463,15,Mexico,37,CUAUTITLAN,19,CUAUTITLAN,54,MELCHOR OCAMPO,4,2750,1,NO URBANO,1,COALICION_PANNO URBANO
3002,15,Mexico,21,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,4,2823,1,NO URBANO,1,COALICION_PANNO URBANO
3033,15,Mexico,21,NAUCALPAN DE J,29,NAUCALPAN,58,NAUCALPAN,4,3008,1,NO URBANO,1,COALICION_PANNO URBANO
3034,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,4,3076,1,NO URBANO,1,COALICION_PANNO URBANO
3035,15,Mexico,21,NAUCALPAN DE J,30,NAUCALPAN,58,NAUCALPAN,3,12278,1,NO URBANO,1,COALICION_PANNO URBANO
3927,15,Mexico,33,CHALCO,28,AMACAMECA,69,OZUMBA,3,1301,1,NO URBANO,1,COALICION_PANNO URBANO
3932,15,Mexico,33,CHALCO,28,AMACAMECA,69,OZUMBA,3,2173,1,NO URBANO,1,COALICION_PANNO URBANO
3935,15,Mexico,33,CHALCO,28,AMACAMECA,69,OZUMBA,3,1232,1,NO URBANO,1,COALICION_PANNO URBANO
3937,15,Mexico,33,CHALCO,28,AMACAMECA,69,OZUMBA,4,1055,1,NO URBANO,1,COALICION_PANNO URBANO
3938,15,Mexico,33,CHALCO,28,AMACAMECA,69,OZUMBA,4,1366,1,NO URBANO,1,COALICION_PANNO URBANO
3939,15,Mexico,33,CHALCO,28,AMACAMECA,69,OZUMBA,4,412,1,NO URBANO,1,COALICION_PANNO URBANO
4331,15,Mexico,5,TEOTIHUACAN,39,OTUMBA,85,TEMASCALAPA,3,2708,1,NO URBANO,1,COALICION_PANNO URBANO
4332,15,Mexico,5,TEOTIHUACAN,39,OTUMBA,85,TEMASCALAPA,3,3102,1,NO URBANO,1,COALICION_PANNO URBANO
4333,15,Mexico,5,TEOTIHUACAN,39,OTUMBA,85,TEMASCALAPA,4,529,1,NO URBANO,1,COALICION_PANNO URBANO
4336,15,Mexico,5,TEOTIHUACAN,39,OTUMBA,85,TEMASCALAPA,4,380,1,NO URBANO,1,COALICION_PANNO URBANO
4338,15,Mexico,5,TEOTIHUACAN,39,OTUMBA,85,TEMASCALAPA,4,1856,1,NO URBANO,1,COALICION_PANNO URBANO
4339,15,Mexico,5,TEOTIHUACAN,39,OTUMBA,85,TEMASCALAPA,4,802,1,NO URBANO,1,COALICION_PANNO URBANO
4341,15,Mexico,5,TEOTIHUACAN,39,OTUMBA,85,TEMASCALAPA,4,672,1,NO URBANO,1,COALICION_PANNO URBANO
4345,15,Mexico,5,TEOTIHUACAN,39,OTUMBA,85,TEMASCALAPA,4,539,1,NO URBANO,1,COALICION_PANNO URBANO
4466,15,Mexico,33,CHALCO,27,CHALCO,90,TENANGO DEL AIRE,3,1626,1,NO URBANO,1,COALICION_PANNO URBANO
4467,15,Mexico,33,CHALCO,27,CHALCO,90,TENANGO DEL AIRE,3,1397,1,NO URBANO,1,COALICION_PANNO URBANO
4469,15,Mexico,33,CHALCO,27,CHALCO,90,TENANGO DEL AIRE,3,1992,1,NO URBANO,1,COALICION_PANNO URBANO
4470,15,Mexico,33,CHALCO,27,CHALCO,90,TENANGO DEL AIRE,4,1278,1,NO URBANO,1,COALICION_PANNO URBANO
6394,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,3,901,1,NO URBANO,1,COALICION_PANNO URBANO
6395,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,4,346,1,NO URBANO,1,COALICION_PANNO URBANO
6396,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,4,422,1,NO URBANO,1,COALICION_PANNO URBANO
6397,15,Mexico,2,TEOLOYUCAN,36,VILLA DEL CARBON,36,HUEHUETOCA,4,379,1,NO URBANO,1,COALICION_PANNO URBANO
250,15,Mexico,15,TLALNEPANTLA D,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,1773,1,URBANO,2,COALICION_PANURBANO
251,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2665,1,URBANO,2,COALICION_PANURBANO
252,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2619,1,URBANO,2,COALICION_PANURBANO
253,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2409,1,URBANO,2,COALICION_PANURBANO
254,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2838,1,URBANO,2,COALICION_PANURBANO
255,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2821,1,URBANO,2,COALICION_PANURBANO
256,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,3165,1,URBANO,2,COALICION_PANURBANO
257,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,3263,1,URBANO,2,COALICION_PANURBANO
258,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,5194,1,URBANO,2,COALICION_PANURBANO
259,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,1092,1,URBANO,2,COALICION_PANURBANO
260,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,1156,1,URBANO,2,COALICION_PANURBANO
261,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,4421,1,URBANO,2,COALICION_PANURBANO
262,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,6958,1,URBANO,2,COALICION_PANURBANO
263,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,4228,1,URBANO,2,COALICION_PANURBANO
264,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2188,1,URBANO,2,COALICION_PANURBANO
265,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,1160,1,URBANO,2,COALICION_PANURBANO
266,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,809,1,URBANO,2,COALICION_PANURBANO
267,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,1163,1,URBANO,2,COALICION_PANURBANO
268,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,992,1,URBANO,2,COALICION_PANURBANO
269,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,591,1,URBANO,2,COALICION_PANURBANO
270,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2390,1,URBANO,2,COALICION_PANURBANO
271,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,3976,1,URBANO,2,COALICION_PANURBANO
272,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,10430,1,URBANO,2,COALICION_PANURBANO
273,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2823,1,URBANO,2,COALICION_PANURBANO
274,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,3333,1,URBANO,2,COALICION_PANURBANO
275,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2774,1,URBANO,2,COALICION_PANURBANO
276,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,5219,1,URBANO,2,COALICION_PANURBANO
277,15,Mexico,14,ATIZAPAN DE ZA,16,ATIZAPAN DE ZARAG,13,ATIZAPAN DE ZARAGOZA,2,2278,1,URBANO,2,COALICION_PANURBANO
